Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Product ID;Sales;Quantity;Discount;Profit
CA-2016-164511;19/11/2016;11/24/2016;Standard Class;DJ-13630;OFF-BI-10003305;R$ 14.352,00;3;20%;R$ 46.644,00
CA-2016-164511;19/11/2016;11/24/2016;Standard Class;DJ-13630;OFF-ST-10002583;R$ 64,96;2;0%;R$ 25.984,00
CA-2016-164511;19/11/2016;11/24/2016;Standard Class;DJ-13630;OFF-ST-10004507;R$ 68,60;4;0%;R$ 18.522,00
US-2017-168116;04/11/2017;11/04/2017;Same Day;GT-14635;TEC-MA-10004125;R$ 7.999,98;4;50%;-R$ 38.399.904,00
US-2017-168116;04/11/2017;11/04/2017;Same Day;GT-14635;OFF-AP-10002457;R$ 167,44;2;20%;R$ 14.651,00
CA-2014-157784;05/07/2014;07/08/2014;First Class;MC-17845;TEC-AC-10003911;R$ 479,97;3;0%;R$ 1.631.898,00
CA-2014-157784;05/07/2014;07/08/2014;First Class;MC-17845;OFF-LA-10001934;R$ 14,62;2;0%;R$ 68.714,00
CA-2014-157784;05/07/2014;07/08/2014;First Class;MC-17845;OFF-PA-10000304;R$ 19,44;3;0%;R$ 93.312,00
CA-2017-161480;25/12/2017;12/29/2017;Standard Class;RA-19285;FUR-BO-10004015;R$ 191.984,00;2;20%;R$ 47.996,00
US-2014-117135;21/06/2014;6/23/2014;Second Class;NP-18325;FUR-FU-10004071;R$ 104,01;1;0%;R$ 145.614,00
US-2014-117135;21/06/2014;6/23/2014;Second Class;NP-18325;TEC-PH-10002033;R$ 284,82;1;0%;R$ 740.532,00
US-2014-117135;21/06/2014;6/23/2014;Second Class;NP-18325;OFF-ST-10002444;R$ 36,84;3;0%;R$ 103.152,00
CA-2015-131534;28/03/2015;04/02/2015;Standard Class;AB-10165;TEC-AC-10002253;R$ 166,24;1;0%;R$ 24.936,00
CA-2015-131534;28/03/2015;04/02/2015;Standard Class;AB-10165;OFF-PA-10000743;R$ 33,40;5;0%;R$ 16.032,00
CA-2015-119291;14/05/2015;5/17/2015;First Class;JO-15550;OFF-AR-10003373;R$ 198.272,00;8;20%;R$ 173.488,00
CA-2015-119291;14/05/2015;5/17/2015;First Class;JO-15550;OFF-LA-10002312;R$ 47,36;4;20%;17.76
CA-2015-119291;14/05/2015;5/17/2015;First Class;JO-15550;OFF-EN-10000927;R$ 200.984,00;7;20%;R$ 628.075,00
CA-2015-119291;14/05/2015;5/17/2015;First Class;JO-15550;OFF-LA-10003510;R$ 97.696,00;4;20%;R$ 317.512,00
CA-2015-119291;14/05/2015;5/17/2015;First Class;JO-15550;OFF-AR-10001118;R$ 2.696,00;1;20%;0.8088
CA-2015-119291;14/05/2015;5/17/2015;First Class;JO-15550;OFF-BI-10001575;R$ 18.588,00;2;70%;-R$ 136.312,00
CA-2015-119291;14/05/2015;5/17/2015;First Class;JO-15550;OFF-BI-10001982;R$ 4.896,00;3;70%;-R$ 34.272,00
CA-2017-114552;02/09/2017;09/08/2017;Standard Class;Dl-13600;FUR-FU-10002960;R$ 15.072,00;3;20%;R$ 41.448,00
CA-2016-163755;04/11/2016;11/08/2016;Second Class;AS-10285;FUR-FU-10003394;R$ 209,88;3;0%;R$ 356.796,00
CA-2015-142027;09/04/2015;4/14/2015;Standard Class;JK-15370;FUR-TA-10002774;R$ 369.912,00;3;20%;-R$ 138.717,00
CA-2014-138527;12/09/2014;9/17/2014;Standard Class;BN-11470;OFF-PA-10001800;R$ 10.368,00;2;20%;R$ 36.288,00
CA-2014-138527;12/09/2014;9/17/2014;Standard Class;BN-11470;OFF-AP-10001469;R$ 166,84;5;20%;R$ 187.695,00
CA-2014-138527;12/09/2014;9/17/2014;Standard Class;BN-11470;TEC-AC-10002399;R$ 15.216,00;1;20%;R$ 22.824,00
CA-2014-112158;02/12/2014;12/04/2014;First Class;DP-13165;TEC-AC-10003628;R$ 119,96;4;0%;R$ 527.824,00
CA-2014-112158;02/12/2014;12/04/2014;First Class;DP-13165;FUR-BO-10003272;R$ 883,92;5;20%;-110.49
CA-2014-112158;02/12/2014;12/04/2014;First Class;DP-13165;OFF-BI-10000050;R$ 46,72;8;20%;R$ 15.768,00
CA-2014-113887;05/04/2014;04/07/2014;First Class;TH-21550;OFF-PA-10004071;R$ 55,48;1;0%;R$ 266.304,00
CA-2017-146136;03/09/2017;09/07/2017;Standard Class;AP-10915;OFF-EN-10001219;R$ 24.448,00;4;20%;R$ 88.624,00
US-2017-100048;19/05/2017;5/24/2017;Standard Class;RS-19765;OFF-AP-10001154;R$ 281,34;6;0%;R$ 1.097.226,00
US-2017-100048;19/05/2017;5/24/2017;Standard Class;RS-19765;TEC-PH-10003012;R$ 307,98;2;0%;R$ 893.142,00
US-2017-100048;19/05/2017;5/24/2017;Standard Class;RS-19765;TEC-AC-10001606;R$ 299,97;3;0%;R$ 1.139.886,00
CA-2014-153150;01/07/2014;07/06/2014;Second Class;Dl-13600;OFF-BI-10003355;R$ 19,92;5;20%;R$ 6.972,00
CA-2014-130092;11/01/2014;1/14/2014;First Class;SV-20365;FUR-FU-10000010;R$ 9,94;2;0%;R$ 30.814,00
CA-2017-108910;24/09/2017;9/29/2017;Standard Class;KC-16540;FUR-FU-10002253;R$ 103.056,00;3;20%;R$ 244.758,00
CA-2014-104472;02/06/2014;06/07/2014;Standard Class;CK-12325;OFF-BI-10001658;R$ 59.808,00;3;20%;R$ 194.376,00
CA-2014-104472;02/06/2014;06/07/2014;Standard Class;CK-12325;FUR-FU-10000246;R$ 73,32;6;0%;R$ 21.996,00
CA-2016-112942;13/02/2016;2/18/2016;Standard Class;RD-19810;OFF-PA-10004092;R$ 146,82;3;0%;73.41
CA-2016-142335;15/12/2016;12/19/2016;Standard Class;MP-17965;FUR-TA-10000198;R$ 1.652,94;3;0%;R$ 2.314.116,00
CA-2016-142335;15/12/2016;12/19/2016;Standard Class;MP-17965;OFF-ST-10000036;R$ 296,37;3;0%;R$ 800.199,00
CA-2014-117429;07/10/2014;10/13/2014;Standard Class;MR-17545;FUR-FU-10000222;R$ 129,92;5;20%;R$ 21.112,00
CA-2016-114713;07/07/2016;07/12/2016;Standard Class;SC-20695;OFF-SU-10004664;R$ 45.584,00;7;20%;R$ 51.282,00
CA-2017-144113;16/09/2017;9/20/2017;Standard Class;JF-15355;OFF-EN-10001141;R$ 17.568,00;2;20%;R$ 63.684,00
CA-2017-144113;16/09/2017;9/20/2017;Standard Class;JF-15355;TEC-PH-10002170;R$ 55.992,00;1;20%;R$ 55.992,00
US-2016-150861;03/12/2016;12/06/2016;First Class;EG-13900;OFF-PA-10001954;R$ 182,72;8;0%;R$ 840.512,00
US-2016-150861;03/12/2016;12/06/2016;First Class;EG-13900;FUR-TA-10002228;R$ 400.032,00;2;40%;-R$ 1.533.456,00
US-2016-150861;03/12/2016;12/06/2016;First Class;EG-13900;OFF-ST-10004634;R$ 33,63;3;0%;R$ 10.089,00
US-2016-150861;03/12/2016;12/06/2016;First Class;EG-13900;FUR-CH-10002965;R$ 542.646,00;3;10%;R$ 1.024.998,00
US-2016-150861;03/12/2016;12/06/2016;First Class;EG-13900;OFF-LA-10001317;R$ 6,30;2;0%;R$ 3.024,00
CA-2017-131954;21/01/2017;1/25/2017;Standard Class;DS-13030;OFF-ST-10000736;R$ 242,94;3;0%;R$ 97.176,00
CA-2017-131954;21/01/2017;1/25/2017;Standard Class;DS-13030;TEC-AC-10003610;R$ 179,97;3;0%;R$ 863.856,00
CA-2017-131954;21/01/2017;1/25/2017;Standard Class;DS-13030;OFF-BI-10003982;R$ 99.696,00;6;20%;R$ 336.474,00
CA-2017-131954;21/01/2017;1/25/2017;Standard Class;DS-13030;OFF-BI-10003291;R$ 27.936,00;4;20%;R$ 94.284,00
CA-2017-131954;21/01/2017;1/25/2017;Standard Class;DS-13030;FUR-BO-10001619;R$ 84,98;1;0%;R$ 186.956,00
CA-2017-131954;21/01/2017;1/25/2017;Standard Class;DS-13030;OFF-BI-10000138;R$ 18,72;5;20%;R$ 6.552,00
CA-2014-132500;08/09/2014;09/12/2014;Standard Class;GZ-14470;TEC-AC-10001383;R$ 49,98;2;0%;R$ 84.966,00
CA-2014-112326;04/01/2014;01/08/2014;Standard Class;PO-19195;OFF-LA-10003223;R$ 11.784,00;3;20%;R$ 42.717,00
CA-2014-112326;04/01/2014;01/08/2014;Standard Class;PO-19195;OFF-ST-10002743;R$ 272.736,00;3;20%;-R$ 647.748,00
CA-2014-112326;04/01/2014;01/08/2014;Standard Class;PO-19195;OFF-BI-10004094;R$ 3,54;2;80%;-R$ 5.487,00
US-2016-146710;27/08/2016;09/01/2016;Standard Class;SS-20875;OFF-SU-10004498;R$ 51,52;5;20%;-R$ 10.948,00
US-2016-146710;27/08/2016;09/01/2016;Standard Class;SS-20875;OFF-PA-10002615;R$ 3.528,00;1;20%;R$ 11.466,00
US-2016-146710;27/08/2016;09/01/2016;Standard Class;SS-20875;OFF-PA-10004971;R$ 4.624,00;1;20%;R$ 16.762,00
US-2016-146710;27/08/2016;09/01/2016;Standard Class;SS-20875;OFF-SU-10004261;R$ 55.168,00;4;20%;R$ 62.064,00
CA-2014-124429;27/05/2014;5/27/2014;Same Day;MH-17785;FUR-TA-10002607;R$ 567,12;10;20%;-R$ 28.356,00
CA-2014-124429;27/05/2014;5/27/2014;Same Day;MH-17785;OFF-ST-10001809;R$ 359,32;4;0%;R$ 71.864,00
CA-2016-150889;20/03/2016;3/22/2016;Second Class;PB-19105;TEC-PH-10000004;R$ 11.992,00;1;20%;0.8994
CA-2017-126074;02/10/2017;10/06/2017;Standard Class;RF-19735;OFF-BI-10003638;R$ 58,05;3;0%;R$ 26.703,00
CA-2017-126074;02/10/2017;10/06/2017;Standard Class;RF-19735;FUR-FU-10003577;R$ 157,74;11;0%;R$ 567.864,00
CA-2017-126074;02/10/2017;10/06/2017;Standard Class;RF-19735;OFF-AR-10003478;R$ 56,98;7;0%;R$ 22.792,00
CA-2017-126074;02/10/2017;10/06/2017;Standard Class;RF-19735;OFF-BI-10000546;R$ 2,88;1;0%;R$ 14.112,00
CA-2016-110499;07/04/2016;04/09/2016;First Class;YC-21895;TEC-CO-10002095;R$ 1.199.976,00;3;20%;R$ 3.749.925,00
CA-2015-135272;07/12/2015;12/12/2015;Standard Class;MS-17830;FUR-FU-10002759;R$ 79,92;4;0%;R$ 287.712,00
CA-2016-140928;18/09/2016;9/22/2016;Standard Class;NB-18655;FUR-TA-10001095;R$ 383.438,00;4;45%;-R$ 1.673.184,00
CA-2014-106803;29/12/2014;01/02/2015;Standard Class;DC-13285;OFF-ST-10002444;R$ 24,56;2;0%;R$ 68.768,00
CA-2014-106803;29/12/2014;01/02/2015;Standard Class;DC-13285;TEC-AC-10001267;R$ 119,80;4;0%;47.92
CA-2017-117240;23/07/2017;7/28/2017;Standard Class;CP-12340;OFF-BI-10000848;R$ 13.128,00;3;20%;R$ 42.666,00
CA-2017-133333;18/09/2017;9/22/2017;Standard Class;BF-11020;OFF-PA-10002377;R$ 22,72;4;0%;R$ 10.224,00
CA-2015-112319;31/08/2015;09/05/2015;Standard Class;AR-10510;OFF-PA-10003441;R$ 58,32;9;0%;R$ 279.936,00
CA-2017-126046;03/11/2017;11/07/2017;Standard Class;JC-16105;OFF-LA-10004484;R$ 12,39;3;0%;R$ 56.994,00
CA-2015-114923;08/02/2015;2/13/2015;Standard Class;LH-17020;TEC-PH-10003931;R$ 107.982,00;3;40%;-R$ 269.955,00
CA-2014-162775;13/01/2014;1/15/2014;Second Class;CS-12250;OFF-EN-10001990;R$ 11,36;2;0%;R$ 53.392,00
CA-2014-162775;13/01/2014;1/15/2014;Second Class;CS-12250;OFF-EN-10001532;R$ 50,94;3;0%;25.47
CA-2014-162775;13/01/2014;1/15/2014;Second Class;CS-12250;TEC-AC-10003174;R$ 646,74;6;0%;R$ 258.696,00
CA-2014-162775;13/01/2014;1/15/2014;Second Class;CS-12250;OFF-BI-10004187;R$ 5,64;3;0%;R$ 27.072,00
CA-2014-162775;13/01/2014;1/15/2014;Second Class;CS-12250;OFF-ST-10000025;R$ 572,58;6;0%;R$ 343.548,00
CA-2014-106810;14/05/2014;5/20/2014;Standard Class;AJ-10795;FUR-FU-10004306;R$ 310,88;2;20%;R$ 23.316,00
CA-2016-157245;19/05/2016;5/24/2016;Standard Class;LE-16810;FUR-CH-10003746;R$ 641,96;2;0%;R$ 1.797.488,00
CA-2017-104220;30/01/2017;02/05/2017;Standard Class;BV-11245;OFF-BI-10001036;R$ 18,28;2;0%;9.14
CA-2017-104220;30/01/2017;02/05/2017;Standard Class;BV-11245;TEC-PH-10004614;R$ 207,00;3;0%;51.75
CA-2017-104220;30/01/2017;02/05/2017;Standard Class;BV-11245;OFF-BI-10000301;R$ 32,35;5;0%;R$ 16.175,00
CA-2017-104220;30/01/2017;02/05/2017;Standard Class;BV-11245;OFF-BI-10003910;R$ 7,71;1;0%;R$ 34.695,00
CA-2017-104220;30/01/2017;02/05/2017;Standard Class;BV-11245;OFF-AR-10004648;R$ 40,30;2;0%;R$ 10.881,00
CA-2017-104220;30/01/2017;02/05/2017;Standard Class;BV-11245;FUR-FU-10002597;R$ 34,58;7;0%;R$ 145.236,00
CA-2014-165974;29/06/2014;07/06/2014;Standard Class;DL-12865;OFF-AR-10003405;R$ 32,76;7;20%;R$ 36.855,00
CA-2015-144267;21/08/2015;8/23/2015;First Class;NZ-18565;FUR-CH-10002335;R$ 544.008,00;3;20%;R$ 408.006,00
CA-2015-144267;21/08/2015;8/23/2015;First Class;NZ-18565;OFF-PA-10000157;R$ 59,94;3;0%;R$ 281.718,00
CA-2015-144267;21/08/2015;8/23/2015;First Class;NZ-18565;OFF-PA-10001947;R$ 23,92;4;0%;R$ 117.208,00
CA-2015-144267;21/08/2015;8/23/2015;First Class;NZ-18565;OFF-PA-10003657;R$ 4,28;1;0%;R$ 1.926,00
US-2015-157014;03/10/2015;10/06/2015;Second Class;BM-11785;OFF-BI-10001098;R$ 32,07;5;70%;-R$ 22.449,00
US-2015-157014;03/10/2015;10/06/2015;Second Class;BM-11785;TEC-AC-10002167;R$ 24,00;2;20%;-2.7
US-2015-157014;03/10/2015;10/06/2015;Second Class;BM-11785;FUR-BO-10004409;R$ 35,49;1;50%;-R$ 156.156,00
US-2015-157014;03/10/2015;10/06/2015;Second Class;BM-11785;TEC-AC-10000057;R$ 47.984,00;2;20%;0.5998
CA-2015-154921;23/05/2015;5/28/2015;Standard Class;EA-14035;OFF-EN-10000056;R$ 186,69;3;0%;R$ 877.443,00
CA-2017-129567;17/03/2017;3/21/2017;Second Class;CL-12565;OFF-BI-10000014;R$ 17.456,00;2;20%;R$ 58.914,00
CA-2015-154620;12/12/2015;12/16/2015;Standard Class;LT-17110;FUR-CH-10004675;R$ 348.928,00;2;20%;R$ 348.928,00
CA-2015-115938;26/06/2015;6/30/2015;Standard Class;SA-20830;OFF-BI-10001543;R$ 143,96;4;0%;R$ 691.008,00
CA-2015-115938;26/06/2015;6/30/2015;Standard Class;SA-20830;OFF-ST-10001321;R$ 15,42;1;0%;R$ 41.634,00
CA-2015-115938;26/06/2015;6/30/2015;Standard Class;SA-20830;OFF-BI-10001132;R$ 43,04;8;0%;R$ 210.896,00
CA-2015-115938;26/06/2015;6/30/2015;Standard Class;SA-20830;FUR-CH-10003199;R$ 332,94;3;0%;R$ 799.056,00
CA-2016-105256;20/05/2016;5/20/2016;Same Day;JK-15730;TEC-PH-10001530;R$ 1.363,96;5;20%;R$ 852.475,00
CA-2014-156433;20/09/2014;9/26/2014;Standard Class;ES-14020;OFF-LA-10001569;R$ 9,96;2;0%;R$ 45.816,00
CA-2014-156433;20/09/2014;9/26/2014;Standard Class;ES-14020;OFF-PA-10003724;R$ 21,72;4;0%;R$ 106.428,00
CA-2017-151428;21/09/2017;9/26/2017;Standard Class;RH-19495;OFF-BI-10000546;R$ 20,16;7;0%;R$ 98.784,00
CA-2015-124653;24/12/2015;12/26/2015;First Class;DB-13120;OFF-PA-10000176;R$ 132,79;7;0%;R$ 637.392,00
CA-2015-124653;24/12/2015;12/26/2015;First Class;DB-13120;OFF-PA-10002365;R$ 12,96;2;0%;R$ 62.208,00
CA-2015-124653;24/12/2015;12/26/2015;First Class;DB-13120;OFF-LA-10002271;R$ 21,56;7;0%;R$ 103.488,00
CA-2015-101910;27/11/2015;12/03/2015;Standard Class;CD-11920;FUR-CH-10002647;R$ 283,92;5;20%;R$ 17.745,00
CA-2017-105809;20/02/2017;2/23/2017;First Class;HW-14935;FUR-FU-10004090;R$ 22,23;1;0%;R$ 73.359,00
CA-2017-105809;20/02/2017;2/23/2017;First Class;HW-14935;TEC-PH-10001580;R$ 215.968,00;2;20%;R$ 188.972,00
CA-2016-136133;18/08/2016;8/23/2016;Second Class;HW-14935;OFF-AP-10000576;R$ 355,32;9;0%;R$ 994.896,00
CA-2016-115504;12/03/2016;3/17/2016;Standard Class;MC-18130;OFF-PA-10003953;R$ 12,96;2;0%;R$ 62.208,00
CA-2017-135783;22/04/2017;4/24/2017;First Class;GM-14440;FUR-FU-10000794;R$ 18,28;2;0%;R$ 62.152,00
CA-2014-134313;01/11/2014;11/07/2014;Standard Class;RA-19915;OFF-AR-10001897;R$ 43.176,00;3;20%;R$ 43.176,00
CA-2014-134313;01/11/2014;11/07/2014;Standard Class;RA-19915;TEC-PH-10001795;R$ 1.983.968,00;4;20%;R$ 247.996,00
CA-2015-140921;03/02/2015;02/05/2015;First Class;AA-10375;FUR-FU-10003347;R$ 28,40;2;0%;R$ 11.076,00
CA-2015-140921;03/02/2015;02/05/2015;First Class;AA-10375;TEC-AC-10004901;R$ 149,97;3;0%;R$ 509.898,00
CA-2014-151995;13/10/2014;10/15/2014;First Class;ZC-21910;OFF-AR-10003190;R$ 11,52;4;0%;R$ 32.256,00
CA-2014-151995;13/10/2014;10/15/2014;First Class;ZC-21910;FUR-TA-10002903;R$ 1.298,55;5;0%;R$ 311.652,00
CA-2014-151995;13/10/2014;10/15/2014;First Class;ZC-21910;OFF-AP-10000240;R$ 213,92;4;0%;R$ 620.368,00
CA-2014-151995;13/10/2014;10/15/2014;First Class;ZC-21910;TEC-AC-10001101;R$ 25,78;2;0%;R$ 2.578,00
CA-2017-143686;14/05/2017;5/14/2017;Same Day;PJ-19015;FUR-FU-10000794;R$ 18,28;2;0%;R$ 62.152,00
CA-2017-143686;14/05/2017;5/14/2017;Same Day;PJ-19015;TEC-AC-10001838;R$ 1.399,93;7;0%;R$ 6.019.699,00
CA-2015-106565;20/03/2015;3/23/2015;First Class;BW-11110;OFF-PA-10000061;R$ 51,84;8;0%;R$ 248.832,00
CA-2016-149370;15/09/2016;9/19/2016;Standard Class;DB-13210;OFF-PA-10003651;R$ 5.344,00;1;20%;R$ 18.704,00
CA-2014-140858;28/06/2014;07/02/2014;Standard Class;CA-12775;OFF-PA-10000304;R$ 41.472,00;8;20%;R$ 145.152,00
CA-2014-140858;28/06/2014;07/02/2014;Standard Class;CA-12775;OFF-BI-10003094;R$ 3.168,00;3;70%;-R$ 24.288,00
CA-2014-140858;28/06/2014;07/02/2014;Standard Class;CA-12775;FUR-CH-10001394;R$ 1.228.465,00;5;30%;0.0
CA-2014-140858;28/06/2014;07/02/2014;Standard Class;CA-12775;OFF-BI-10004230;R$ 31.086,00;3;70%;-R$ 227.964,00
CA-2014-140858;28/06/2014;07/02/2014;Standard Class;CA-12775;OFF-PA-10003395;R$ 335,52;4;20%;R$ 117.432,00
CA-2017-101434;20/06/2017;6/27/2017;Standard Class;TR-21325;TEC-AC-10002402;R$ 239,97;3;0%;R$ 71.991,00
CA-2017-101434;20/06/2017;6/27/2017;Standard Class;TR-21325;OFF-LA-10003223;R$ 9,82;2;0%;R$ 48.118,00
US-2014-102071;09/05/2014;5/15/2014;Standard Class;PG-18820;TEC-AC-10003441;R$ 67,80;4;0%;R$ 4.068,00
US-2014-102071;09/05/2014;5/15/2014;Standard Class;PG-18820;TEC-AC-10000109;R$ 167,97;3;0%;R$ 403.128,00
CA-2017-126956;21/08/2017;8/28/2017;Standard Class;GT-14710;OFF-FA-10002280;R$ 35,00;7;0%;16.8
CA-2017-126956;21/08/2017;8/28/2017;Standard Class;GT-14710;OFF-SU-10000381;R$ 37,24;4;0%;R$ 107.996,00
CA-2017-126956;21/08/2017;8/28/2017;Standard Class;GT-14710;OFF-EN-10004459;R$ 15,28;2;0%;R$ 74.872,00
CA-2017-129462;16/06/2017;6/21/2017;Second Class;JE-15745;FUR-CH-10000665;R$ 301,96;2;0%;R$ 90.588,00
CA-2017-129462;16/06/2017;6/21/2017;Second Class;JE-15745;OFF-AP-10003884;R$ 180,66;3;0%;R$ 505.848,00
CA-2017-129462;16/06/2017;6/21/2017;Second Class;JE-15745;TEC-PH-10001557;R$ 191,98;2;0%;R$ 518.346,00
CA-2017-129462;16/06/2017;6/21/2017;Second Class;JE-15745;TEC-PH-10002085;R$ 65,99;1;0%;R$ 171.574,00
CA-2016-165316;23/07/2016;7/27/2016;Standard Class;JB-15400;OFF-AR-10002956;R$ 35.216,00;2;20%;R$ 26.412,00
CA-2016-165316;23/07/2016;7/27/2016;Standard Class;JB-15400;OFF-AP-10003266;R$ 23.696,00;2;20%;R$ 65.164,00
CA-2016-165316;23/07/2016;7/27/2016;Standard Class;JB-15400;TEC-MA-10004002;R$ 265.475,00;1;50%;-R$ 1.114.995,00
US-2014-115987;08/09/2014;9/13/2014;Second Class;LH-17020;OFF-BI-10001071;R$ 51.184,00;4;80%;-R$ 793.352,00
US-2017-156083;04/11/2017;11/11/2017;Standard Class;JL-15175;OFF-PA-10001560;R$ 9.664,00;2;20%;R$ 32.616,00
US-2016-137547;07/03/2016;03/12/2016;Standard Class;EB-13705;TEC-PH-10002365;R$ 21.072,00;3;20%;R$ 15.804,00
CA-2015-100454;20/11/2015;11/25/2015;Standard Class;BM-11650;OFF-AR-10004648;R$ 60,45;3;0%;R$ 163.215,00
CA-2015-100454;20/11/2015;11/25/2015;Standard Class;BM-11650;OFF-AR-10002578;R$ 11,52;4;0%;R$ 33.408,00
CA-2015-100454;20/11/2015;11/25/2015;Standard Class;BM-11650;FUR-BO-10001519;R$ 186.048,00;4;20%;R$ 93.024,00
CA-2016-161669;07/11/2016;11/09/2016;First Class;EM-14095;OFF-BI-10001294;R$ 37,44;4;20%;11.7
CA-2016-161669;07/11/2016;11/09/2016;First Class;EM-14095;OFF-BI-10001636;R$ 26.976,00;4;20%;R$ 87.672,00
CA-2016-161669;07/11/2016;11/09/2016;First Class;EM-14095;OFF-SU-10002503;R$ 11,36;2;0%;R$ 32.944,00
CA-2016-161669;07/11/2016;11/09/2016;First Class;EM-14095;OFF-LA-10004093;R$ 14,62;2;0%;R$ 68.714,00
CA-2015-114300;13/10/2015;10/17/2015;Standard Class;AF-10885;TEC-PH-10001552;R$ 83,72;7;0%;R$ 234.416,00
CA-2015-114300;13/10/2015;10/17/2015;Standard Class;AF-10885;FUR-CH-10001891;R$ 287,94;3;0%;R$ 777.438,00
CA-2017-107503;01/01/2017;01/06/2017;Standard Class;GA-14725;FUR-FU-10003878;R$ 48.896,00;4;20%;R$ 85.568,00
CA-2014-107755;07/02/2014;02/12/2014;Standard Class;CK-12760;TEC-AC-10000710;R$ 115,36;7;0%;R$ 496.048,00
CA-2016-152534;20/06/2016;6/25/2016;Second Class;DP-13105;OFF-AR-10002335;R$ 5,16;2;0%;R$ 13.416,00
CA-2016-152534;20/06/2016;6/25/2016;Second Class;DP-13105;OFF-PA-10001870;R$ 38,88;6;0%;R$ 186.624,00
CA-2016-113747;28/05/2016;06/04/2016;Standard Class;VD-21670;OFF-AR-10003373;R$ 185,88;6;0%;R$ 501.876,00
CA-2016-123274;19/02/2016;2/24/2016;Standard Class;GT-14710;FUR-FU-10004090;R$ 44,46;2;0%;R$ 146.718,00
CA-2016-123274;19/02/2016;2/24/2016;Standard Class;GT-14710;OFF-ST-10000736;R$ 242,94;3;0%;R$ 97.176,00
CA-2014-125612;03/08/2014;08/08/2014;Standard Class;BK-11260;OFF-PA-10001019;R$ 39,96;2;0%;R$ 187.812,00
CA-2014-125612;03/08/2014;08/08/2014;Standard Class;BK-11260;OFF-SU-10002537;R$ 102,30;10;0%;R$ 26.598,00
CA-2014-125612;03/08/2014;08/08/2014;Standard Class;BK-11260;OFF-ST-10003221;R$ 21,36;2;0%;R$ 57.672,00
CA-2017-161984;10/04/2017;4/15/2017;Standard Class;SJ-20125;OFF-PA-10004569;R$ 7,61;1;0%;R$ 35.767,00
CA-2017-161984;10/04/2017;4/15/2017;Standard Class;SJ-20125;OFF-FA-10000624;R$ 7,16;2;0%;3.58
CA-2014-133851;09/06/2014;6/16/2014;Standard Class;CM-12445;OFF-SU-10001225;R$ 7,36;2;0%;0.1472
CA-2014-133851;09/06/2014;6/16/2014;Standard Class;CM-12445;OFF-AR-10003752;R$ 23,10;2;0%;R$ 10.626,00
CA-2016-134474;05/01/2016;01/07/2016;Second Class;AJ-10795;TEC-AC-10001714;R$ 191.472,00;6;20%;R$ 406.878,00
CA-2016-134474;05/01/2016;01/07/2016;Second Class;AJ-10795;OFF-AR-10003958;R$ 5.248,00;2;20%;0.5904
CA-2016-134474;05/01/2016;01/07/2016;Second Class;AJ-10795;TEC-PH-10002923;R$ 59.184,00;2;20%;R$ 51.786,00
CA-2014-149020;10/01/2014;1/15/2014;Standard Class;AJ-10780;OFF-LA-10004272;R$ 2,89;1;0%;R$ 13.583,00
CA-2014-149020;10/01/2014;1/15/2014;Standard Class;AJ-10780;FUR-FU-10000965;R$ 51,94;1;0%;R$ 212.954,00
CA-2016-134362;29/09/2016;10/02/2016;First Class;LS-16945;OFF-LA-10004853;R$ 15.936,00;4;20%;R$ 51.792,00
CA-2014-136742;06/04/2014;04/10/2014;Standard Class;GP-14740;OFF-BI-10003719;R$ 44,91;6;70%;-R$ 35.928,00
CA-2016-158099;03/09/2016;09/05/2016;First Class;PK-18910;OFF-BI-10000545;R$ 1.141,47;5;70%;-760.98
CA-2016-158099;03/09/2016;09/05/2016;First Class;PK-18910;TEC-PH-10002496;R$ 280.782,00;3;40%;-R$ 46.797,00
CA-2015-131128;19/10/2015;10/20/2015;First Class;TB-21520;OFF-PA-10003591;R$ 34,44;3;0%;17.22
CA-2014-148488;10/12/2014;12/15/2014;Standard Class;SM-20005;OFF-PA-10004470;R$ 11,36;2;0%;R$ 52.256,00
CA-2014-148488;10/12/2014;12/15/2014;Standard Class;SM-20005;OFF-BI-10000315;R$ 106.344,00;7;20%;R$ 372.204,00
CA-2017-114636;25/08/2017;8/29/2017;Standard Class;GA-14725;OFF-PA-10001790;R$ 192,16;5;20%;R$ 67.256,00
CA-2016-116736;17/01/2016;1/21/2016;Standard Class;CC-12430;FUR-FU-10004017;R$ 322,59;3;0%;R$ 64.518,00
CA-2016-116736;17/01/2016;1/21/2016;Standard Class;CC-12430;TEC-AC-10003628;R$ 29,99;1;0%;R$ 131.956,00
CA-2016-116736;17/01/2016;1/21/2016;Standard Class;CC-12430;TEC-AC-10002049;R$ 371,97;3;0%;R$ 669.546,00
US-2014-158638;17/09/2014;9/21/2014;Standard Class;AG-10765;OFF-BI-10003712;R$ 5.892,00;4;70%;-R$ 41.244,00
CA-2017-111689;30/11/2017;12/02/2017;Second Class;HP-14815;OFF-BI-10003984;R$ 68.472,00;3;20%;R$ 231.093,00
CA-2017-111689;30/11/2017;12/02/2017;Second Class;HP-14815;FUR-CH-10004287;R$ 1.242,90;5;10%;262.39
CA-2015-129098;09/10/2015;10/13/2015;Standard Class;DK-13090;OFF-ST-10001321;R$ 30,84;2;0%;R$ 83.268,00
US-2017-123463;23/12/2017;12/23/2017;Same Day;GZ-14470;OFF-AR-10001118;R$ 13,48;4;0%;R$ 59.312,00
